id,heading,location,timestamp,price,coords,url,img
311997309,Niche zero kaffekvern i Svart,Oslo,1690203240000,6500,"59.9321,10.6362",https://www.finn.no/bap/forsale/ad.html?finnkode=311997309,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/24/9/311/997/309_376687644.jpg
312163019,KitchenAid Artisan kaffemaskin,Langhus,1690298580000,2500,"59.76554,10.86333",https://www.finn.no/bap/forsale/ad.html?finnkode=312163019,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/25/9/312/163/019_1586387996.jpg
312312571,Kaffekvern - Gaggia MDF,Oslo,1690389420000,1399,"59.91206,10.76586",https://www.finn.no/bap/forsale/ad.html?finnkode=312312571,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/26/1/312/312/571_176020418.jpg
312502576,Ascaso Steel I-2 espressokvern,Oslo,1690532880000,3000,"59.9075,10.7739",https://www.finn.no/bap/forsale/ad.html?finnkode=312502576,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/28/6/312/502/576_785544026.jpg
309729138,Rancilio Silvia espressomaskin selges billig og godt brukt,Vollen,1688544840000,1900,"59.80939,10.48426",https://www.finn.no/bap/forsale/ad.html?finnkode=309729138,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/05/8/309/729/138_1989602914.jpg
312531448,gaggia espressomaskin med melkesteamer og kverner,Sandvika,1690544340000,1500,"59.89243,10.52334",https://www.finn.no/bap/forsale/ad.html?finnkode=312531448,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/28/8/312/531/448_1261085028.jpg
312570135,La Pavoni ( vintage ) Europiccola. Espresso og Kaffemaskin,Oslo,1690562040000,6900,"59.9284,10.7221",https://www.finn.no/bap/forsale/ad.html?finnkode=312570135,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/28/5/312/570/135_623998517.jpg
312784162,DeLonghi Magnifica S Smart kaffemaskin,Billingstad,1690719960000,2000,"59.87486,10.48444",https://www.finn.no/bap/forsale/ad.html?finnkode=312784162,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/30/2/312/784/162_1364096242.jpg
312788818,Tamper,Oslo,1690720860000,200,"59.9312,10.73109",https://www.finn.no/bap/forsale/ad.html?finnkode=312788818,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/30/8/312/788/818_615996098.jpg
312825751,espresso machine,Oppegård,1690731600000,500,"59.76708,10.81164",https://www.finn.no/bap/forsale/ad.html?finnkode=312825751,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/30/1/312/825/751_1950184504.jpg
312786231,OBH Nordica Precision GD700  kaffekvern selges. Som ny.,Ås,1690740900000,250,"59.66022,10.79473",https://www.finn.no/bap/forsale/ad.html?finnkode=312786231,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/30/1/312/786/231_198469086.jpg
312937241,SAGE The Barista Pro (Espressomaskin),Oslo,1690801200000,6500,"59.9595,10.69289",https://www.finn.no/bap/forsale/ad.html?finnkode=312937241,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/31/1/312/937/241_89199285.jpg
312971158,Gir bort espresso maskin med steamer,Oslo,1690812360000,0,"59.9307,10.6436",https://www.finn.no/bap/forsale/ad.html?finnkode=312971158,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/31/8/312/971/158_576645178.jpg
313048273,DeLonghi Cappuccino Smart ECAM23.260.B kaffemaskin,Oslo,1690842360000,3000,"59.9307,10.7538",https://www.finn.no/bap/forsale/ad.html?finnkode=313048273,https://images.finncdn.no/dynamic/default/2023/7/vertical-0/31/3/313/048/273_1542897475.jpg
313220602,kaffemaskin - Espresso,Oslo,1690963620000,500,"59.89452,10.79642",https://www.finn.no/bap/forsale/ad.html?finnkode=313220602,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/02/2/313/220/602_1894012826.jpg
313215881,kaffekvern Ascasa,Oslo,1690961640000,1000,"59.94339,10.69875",https://www.finn.no/bap/forsale/ad.html?finnkode=313215881,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/02/1/313/215/881_696938541.jpg
313270155,Illy espresso kaffemaskin,Oslo,1690981500000,600,"59.92288,10.75828",https://www.finn.no/bap/forsale/ad.html?finnkode=313270155,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/02/5/313/270/155_1515918663.png
313291700,Espresso kaffemaskin,Oslo,1690989960000,600,"59.9397,10.7627",https://www.finn.no/bap/forsale/ad.html?finnkode=313291700,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/02/0/313/291/700_329524117.jpg
313298564,Espresso Essenza svart,Oslo,1690992600000,0,"59.93069,10.71219",https://www.finn.no/bap/forsale/ad.html?finnkode=313298564,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/02/4/313/298/564_2017048835.jpg
313306738,Sage Barista espresso kaffemaskin,Høvik,1690995780000,5000,"59.8991,10.57008",https://www.finn.no/bap/forsale/ad.html?finnkode=313306738,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/02/8/313/306/738_1586340624.jpg
313418055,Combi Kaffe Espresso Maskin Krups,Oslo,1691067600000,400,"59.85491,10.82368",https://www.finn.no/bap/forsale/ad.html?finnkode=313418055,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/03/5/313/418/055_200156803.jpg
313450087,Espressokanne/espressokoker,Oslo,1691080560000,600,"59.91108,10.7723",https://www.finn.no/bap/forsale/ad.html?finnkode=313450087,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/03/7/313/450/087_1987122380.jpg
313551164,Mahlkönig Vario kaffekvern bra stand mye ekstra utstyr.,Oslo,1691148900000,2700,"59.9427,10.7599",https://www.finn.no/bap/forsale/ad.html?finnkode=313551164,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/04/4/313/551/164_194594788.jpg
313568304,Vibiemme Domobar Jr 2B espressomaskin,Oslo,1691155800000,10000,"59.91597,10.8107",https://www.finn.no/bap/forsale/ad.html?finnkode=313568304,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/04/4/313/568/304_1878567042.jpg
313164863,Nesten Ubrukt KitchenAid Artisan kaffemaskin i LIMITED EDITION (sølv),Drøbak,1691160240000,15000,"59.6771,10.65811",https://www.finn.no/bap/forsale/ad.html?finnkode=313164863,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/04/3/313/164/863_1165484480.jpg
313680485,DeLonghi MagnificaS,Oslo,1691230560000,1800,"59.94946,10.76511",https://www.finn.no/bap/forsale/ad.html?finnkode=313680485,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/05/5/313/680/485_427404875.jpg
313836172,Isomac Tea espressomaskin selges (delmaskin),Oslo,1691318460000,3500,"59.9595,10.69289",https://www.finn.no/bap/forsale/ad.html?finnkode=313836172,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/06/2/313/836/172_651165195.jpg
313863365,"Hario Coffee Mill, keramik, skerton",Oslo,1691324640000,300,"59.92021,10.71612",https://www.finn.no/bap/forsale/ad.html?finnkode=313863365,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/06/5/313/863/365_1748514783.jpg
313883777,Sage espressomaskin,Oslo,1691329560000,5000,"59.8432,10.80919",https://www.finn.no/bap/forsale/ad.html?finnkode=313883777,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/06/7/313/883/777_1491033807.jpg
313882271,Niche Zero,Oslo,1691330100000,7999,"59.90288,10.75555",https://www.finn.no/bap/forsale/ad.html?finnkode=313882271,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/06/1/313/882/271_2116433604.jpg
313911279,Espresso kaffemaskin,Oslo,1691337360000,400,"59.9259,10.76864",https://www.finn.no/bap/forsale/ad.html?finnkode=313911279,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/06/9/313/911/279_2059046005.jpg
314010072,SimensTE806,Tårnåsen,1691401740000,2500,"59.81407,10.81136",https://www.finn.no/bap/forsale/ad.html?finnkode=314010072,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/07/2/314/010/072_1732695388.jpg
314073901,Espresso maskin,Rykkinn,1691421480000,2200,"59.93052,10.48199",https://www.finn.no/bap/forsale/ad.html?finnkode=314073901,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/07/1/314/073/901_515503419.jpg
314084449,Kaffe- og espressomaskin fra Bosch,Oslo,1691424840000,1500,"59.9647,10.79471",https://www.finn.no/bap/forsale/ad.html?finnkode=314084449,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/07/9/314/084/449_131491427.jpg
314139391,Option-O Lagom P100,Oslo,1691443440000,30000,"59.93305,10.67624",https://www.finn.no/bap/forsale/ad.html?finnkode=314139391,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/07/1/314/139/391_1933169553.jpg
314195463,DeLonghi kaffemaskin,Oslo,1691492700000,1200,"59.93305,10.67624",https://www.finn.no/bap/forsale/ad.html?finnkode=314195463,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/08/3/314/195/463_181961016.jpg
314205874,Illy espresso X7 kaffemaskin,Oslo,1691505720000,500,"59.93849,10.75327",https://www.finn.no/bap/forsale/ad.html?finnkode=314205874,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/08/4/314/205/874_623675420.jpg
314416620,Kaffemaskin - Phillips 4000 HD8844,Oslo,1691593680000,1000,"59.90752,10.77386",https://www.finn.no/bap/forsale/ad.html?finnkode=314416620,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/09/0/314/416/620_2133782925.jpg
314438604,Defekt Miele kaffemaskin gis bort mot henting,Drammen,1691600700000,0,"59.72767,10.24007",https://www.finn.no/bap/forsale/ad.html?finnkode=314438604,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/09/4/314/438/604_997847788.jpg
313987339,Rancilio Silvia espressomaskin med PID,Oslo,1691391780000,5000,"60.01478,10.59139",https://www.finn.no/bap/forsale/ad.html?finnkode=313987339,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/07/9/313/987/339_1798999362.jpg
314528065,Delonghi espressomaskin,Oslo,1691662380000,1000,"59.92691,10.71217",https://www.finn.no/bap/forsale/ad.html?finnkode=314528065,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/10/5/314/528/065_894342954.jpg
314584477,Ariete Vintage kaffemaskin 138914 (grønn),Oslo,1691683920000,1000,"59.88401,10.77083",https://www.finn.no/bap/forsale/ad.html?finnkode=314584477,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/10/7/314/584/477_360857670.png
314580096,Timemore Chestnut C3 manuell kaffekvern,Oslo,1691682720000,500,"59.93241,10.76007",https://www.finn.no/bap/forsale/ad.html?finnkode=314580096,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/10/6/314/580/096_1480377459.jpg
